remaining_376__batch_02__102.png	[[[373.0, 164.0], [391.0, 164.0], [391.0, 176.0], [373.0, 176.0]], [[396.0, 156.0], [442.0, 156.0], [442.0, 197.0], [396.0, 197.0]], [[304.0, 151.0], [342.0, 151.0], [342.0, 200.0], [304.0, 200.0]], [[443.0, 123.0], [540.0, 126.0], [537.0, 203.0], [440.0, 200.0]], [[425.0, 75.0], [516.0, 54.0], [531.0, 121.0], [440.0, 142.0]], [[36.0, 26.0], [422.0, 33.0], [420.0, 148.0], [34.0, 140.0]]]
remaining_376__batch_02__112.png	[[[93.0, 398.0], [101.0, 398.0], [101.0, 408.0], [93.0, 408.0]], [[58.0, 387.0], [81.0, 387.0], [81.0, 411.0], [58.0, 411.0]], [[38.0, 374.0], [123.0, 377.0], [121.0, 420.0], [37.0, 417.0]], [[123.0, 270.0], [178.0, 270.0], [178.0, 341.0], [123.0, 341.0]], [[681.0, 192.0], [748.0, 197.0], [741.0, 303.0], [674.0, 299.0]], [[155.0, 88.0], [698.0, 134.0], [684.0, 305.0], [141.0, 259.0]]]
remaining_376__batch_02__120.png	[[[620.0, 310.0], [704.0, 310.0], [704.0, 384.0], [620.0, 384.0]], [[482.0, 300.0], [532.0, 300.0], [532.0, 368.0], [482.0, 368.0]], [[377.0, 309.0], [386.0, 309.0], [386.0, 320.0], [377.0, 320.0]], [[703.0, 277.0], [803.0, 289.0], [789.0, 398.0], [690.0, 386.0]], [[115.0, 262.0], [175.0, 262.0], [175.0, 335.0], [115.0, 335.0]], [[753.0, 198.0], [824.0, 198.0], [824.0, 277.0], [753.0, 277.0]], [[689.0, 185.0], [768.0, 185.0], [768.0, 288.0], [689.0, 288.0]], [[156.0, 85.0], [683.0, 127.0], [669.0, 290.0], [142.0, 248.0]]]
remaining_376__batch_02__134.png	[[[692.0, 334.0], [762.0, 334.0], [762.0, 418.0], [692.0, 418.0]], [[787.0, 219.0], [795.0, 219.0], [795.0, 238.0], [787.0, 238.0]], [[817.0, 152.0], [924.0, 160.0], [913.0, 317.0], [807.0, 310.0]], [[412.0, 101.0], [864.0, 101.0], [864.0, 326.0], [412.0, 326.0]], [[60.0, 71.0], [297.0, 71.0], [297.0, 295.0], [60.0, 295.0]]]
remaining_376__batch_03__149.png	[[[600.0, 331.0], [664.0, 331.0], [664.0, 421.0], [600.0, 421.0]], [[862.0, 289.0], [1132.0, 301.0], [1125.0, 458.0], [855.0, 446.0]], [[138.0, 312.0], [205.0, 307.0], [211.0, 393.0], [144.0, 397.0]], [[1091.0, 238.0], [1120.0, 238.0], [1120.0, 281.0], [1091.0, 281.0]], [[935.0, 203.0], [1022.0, 203.0], [1022.0, 294.0], [935.0, 294.0]], [[90.0, 74.0], [848.0, 112.0], [838.0, 315.0], [80.0, 277.0]]]
remaining_376__batch_03__153.png	[[[147.0, 303.0], [224.0, 303.0], [224.0, 390.0], [147.0, 390.0]], [[70.0, 58.0], [888.0, 58.0], [888.0, 290.0], [70.0, 290.0]]]
remaining_376__batch_03__168.png	[[[997.0, 446.0], [1146.0, 446.0], [1146.0, 574.0], [997.0, 574.0]], [[762.0, 439.0], [844.0, 439.0], [844.0, 555.0], [762.0, 555.0]], [[1140.0, 388.0], [1317.0, 396.0], [1309.0, 583.0], [1132.0, 575.0]], [[1440.0, 276.0], [1488.0, 274.0], [1493.0, 361.0], [1444.0, 363.0]], [[1238.0, 233.0], [1356.0, 247.0], [1340.0, 380.0], [1223.0, 367.0]], [[206.0, 106.0], [1102.0, 130.0], [1094.0, 411.0], [198.0, 386.0]]]
remaining_376__batch_03__180.png	[[[500.0, 293.0], [591.0, 293.0], [591.0, 357.0], [500.0, 357.0]], [[856.0, 207.0], [861.0, 203.0], [867.0, 209.0], [862.0, 214.0]], [[884.0, 190.0], [911.0, 190.0], [911.0, 238.0], [884.0, 238.0]], [[761.0, 174.0], [907.0, 174.0], [907.0, 251.0], [761.0, 251.0]], [[30.0, 80.0], [696.0, 100.0], [691.0, 276.0], [25.0, 256.0]]]
remaining_376__batch_04__202.png	[[[505.0, 237.0], [581.0, 237.0], [581.0, 284.0], [505.0, 284.0]], [[591.0, 201.0], [705.0, 201.0], [705.0, 285.0], [591.0, 285.0]], [[623.0, 133.0], [683.0, 130.0], [686.0, 194.0], [626.0, 197.0]], [[111.0, 76.0], [560.0, 76.0], [560.0, 214.0], [111.0, 214.0]]]
remaining_376__batch_04__207.png	[[[498.0, 230.0], [586.0, 227.0], [588.0, 277.0], [500.0, 279.0]], [[407.0, 230.0], [440.0, 235.0], [434.0, 280.0], [401.0, 276.0]], [[580.0, 194.0], [696.0, 194.0], [696.0, 280.0], [580.0, 280.0]], [[592.0, 156.0], [598.0, 156.0], [598.0, 161.0], [592.0, 161.0]], [[553.0, 120.0], [675.0, 103.0], [687.0, 192.0], [565.0, 209.0]], [[24.0, 63.0], [549.0, 67.0], [548.0, 209.0], [23.0, 206.0]]]
remaining_376__batch_04__208.png	[[[498.0, 235.0], [593.0, 235.0], [593.0, 290.0], [498.0, 290.0]], [[411.0, 238.0], [441.0, 242.0], [436.0, 282.0], [407.0, 278.0]], [[585.0, 203.0], [697.0, 200.0], [699.0, 285.0], [587.0, 287.0]], [[570.0, 130.0], [630.0, 130.0], [630.0, 206.0], [570.0, 206.0]], [[619.0, 130.0], [678.0, 130.0], [678.0, 195.0], [619.0, 195.0]], [[31.0, 77.0], [547.0, 82.0], [546.0, 214.0], [30.0, 209.0]], [[704.0, 96.0], [712.0, 96.0], [712.0, 114.0], [704.0, 114.0]]]
remaining_376__batch_04__235.png	[[[59.0, 31.0], [328.0, 33.0], [328.0, 111.0], [58.0, 108.0]]]
remaining_376__batch_05__265.png	[[[116.0, 92.0], [129.0, 92.0], [129.0, 101.0], [116.0, 101.0]], [[228.0, 88.0], [239.0, 88.0], [239.0, 96.0], [228.0, 96.0]], [[209.0, 87.0], [215.0, 81.0], [220.0, 87.0], [214.0, 92.0]], [[328.0, 61.0], [367.0, 61.0], [367.0, 113.0], [328.0, 113.0]], [[60.0, 38.0], [243.0, 38.0], [243.0, 124.0], [60.0, 124.0]], [[296.0, 45.0], [321.0, 45.0], [321.0, 78.0], [296.0, 78.0]], [[412.0, 42.0], [416.0, 42.0], [416.0, 49.0], [412.0, 49.0]]]
remaining_376__batch_05__274.png	[[[283.0, 135.0], [296.0, 135.0], [296.0, 148.0], [283.0, 148.0]], [[149.0, 128.0], [160.0, 128.0], [160.0, 135.0], [149.0, 135.0]], [[25.0, 36.0], [320.0, 31.0], [322.0, 114.0], [27.0, 119.0]], [[397.0, 21.0], [425.0, 23.0], [422.0, 58.0], [394.0, 55.0]]]
remaining_376__batch_05__277.png	[[[286.0, 133.0], [295.0, 133.0], [295.0, 139.0], [286.0, 139.0]], [[273.0, 118.0], [304.0, 118.0], [304.0, 153.0], [273.0, 153.0]], [[292.0, 55.0], [297.0, 55.0], [297.0, 60.0], [292.0, 60.0]], [[66.0, 36.0], [314.0, 27.0], [317.0, 109.0], [69.0, 118.0]], [[356.0, 40.0], [370.0, 33.0], [376.0, 44.0], [362.0, 51.0]], [[404.0, 33.0], [416.0, 33.0], [416.0, 49.0], [404.0, 49.0]]]
remaining_376__batch_05__306.png	[[[367.0, 154.0], [374.0, 148.0], [379.0, 153.0], [373.0, 159.0]], [[404.0, 114.0], [481.0, 114.0], [481.0, 176.0], [404.0, 176.0]], [[494.0, 78.0], [501.0, 78.0], [503.0, 90.0], [496.0, 91.0]], [[380.0, 70.0], [460.0, 51.0], [474.0, 108.0], [394.0, 127.0]], [[37.0, 44.0], [369.0, 39.0], [371.0, 131.0], [38.0, 137.0]]]
remaining_376__batch_06__321.png	[[[206.0, 96.0], [245.0, 96.0], [245.0, 121.0], [206.0, 121.0]], [[235.0, 99.0], [252.0, 93.0], [259.0, 119.0], [243.0, 125.0]], [[70.0, 19.0], [317.0, 19.0], [317.0, 89.0], [70.0, 89.0]]]
remaining_376__batch_06__326.png	[[[73.0, 21.0], [339.0, 15.0], [341.0, 91.0], [75.0, 98.0]]]
remaining_376__batch_06__345.png	[[[79.0, 124.0], [113.0, 124.0], [113.0, 165.0], [79.0, 165.0]], [[417.0, 61.0], [431.0, 59.0], [433.0, 66.0], [419.0, 69.0]], [[30.0, 33.0], [344.0, 28.0], [345.0, 110.0], [31.0, 115.0]]]
remaining_376__batch_06__348.png	[[[335.0, 120.0], [374.0, 120.0], [374.0, 166.0], [335.0, 166.0]], [[454.0, 56.0], [509.0, 54.0], [511.0, 104.0], [456.0, 106.0]], [[44.0, 9.0], [410.0, 9.0], [410.0, 133.0], [44.0, 133.0]], [[467.0, 21.0], [500.0, 21.0], [500.0, 64.0], [467.0, 64.0]]]
remaining_376__batch_06__351.png	[[[258.0, 121.0], [279.0, 121.0], [279.0, 142.0], [258.0, 142.0]], [[281.0, 121.0], [295.0, 119.0], [298.0, 145.0], [284.0, 147.0]], [[31.0, 36.0], [315.0, 27.0], [317.0, 110.0], [33.0, 119.0]], [[310.0, 49.0], [317.0, 49.0], [317.0, 66.0], [310.0, 66.0]]]
remaining_376__batch_07__359.png	[[[157.0, 213.0], [172.0, 213.0], [172.0, 234.0], [157.0, 234.0]], [[352.0, 208.0], [357.0, 214.0], [353.0, 219.0], [347.0, 213.0]], [[148.0, 195.0], [175.0, 195.0], [175.0, 241.0], [148.0, 241.0]], [[333.0, 183.0], [391.0, 193.0], [382.0, 252.0], [324.0, 242.0]], [[390.0, 181.0], [500.0, 181.0], [500.0, 244.0], [390.0, 244.0]], [[541.0, 80.0], [602.0, 80.0], [602.0, 164.0], [541.0, 164.0]], [[145.0, 57.0], [524.0, 51.0], [526.0, 166.0], [147.0, 172.0]], [[592.0, 42.0], [625.0, 42.0], [625.0, 73.0], [592.0, 73.0]], [[546.0, 37.0], [587.0, 37.0], [587.0, 89.0], [546.0, 89.0]]]
remaining_376__batch_07__377.png	[[[309.0, 139.0], [380.0, 139.0], [380.0, 184.0], [309.0, 184.0]], [[204.0, 135.0], [313.0, 135.0], [313.0, 184.0], [204.0, 184.0]], [[285.0, 92.0], [290.0, 88.0], [295.0, 92.0], [290.0, 97.0]], [[335.0, 80.0], [335.0, 90.0], [340.0, 85.0], [335.0, 90.0]], [[366.0, 74.0], [379.0, 74.0], [379.0, 82.0], [366.0, 82.0]], [[358.0, 74.0], [370.0, 74.0], [370.0, 82.0], [358.0, 82.0]], [[345.0, 74.0], [362.0, 74.0], [362.0, 81.0], [345.0, 81.0]], [[189.0, 40.0], [420.0, 24.0], [429.0, 144.0], [198.0, 160.0]], [[408.0, 55.0], [415.0, 55.0], [415.0, 74.0], [408.0, 74.0]], [[30.0, 30.0], [162.0, 25.0], [166.0, 137.0], [34.0, 142.0]], [[487.0, 42.0], [511.0, 45.0], [507.0, 71.0], [484.0, 69.0]]]
remaining_376__batch_07__379.png	[[[67.0, 140.0], [101.0, 145.0], [94.0, 189.0], [61.0, 184.0]], [[76.0, 42.0], [395.0, 40.0], [395.0, 138.0], [76.0, 140.0]]]
